No    Ref    V       B-V     
 1849   548  19.505   1.912         
 1850   548  18.606   1.715         
 1851   548  14.407   0.943         
 1852   548  19.742   2.918         
 1853   548  19.058   2.102         
 1854   548  20.264   1.520         
 1855   548  21.177   1.186         
 1856   548  19.870   2.091         
 1857   548  19.885   0.882         
 1858   548  19.780   2.777         
 1859   548  18.714   4.988         
 1860   548  20.653   1.304         
 1861   548  17.744   1.610         
 1862   548  20.050  -0.847         
 1863   548  20.203   1.514         
 1864   548  16.890   1.404         
 1865   548  18.926   1.720         
 1866   548  18.456   1.997         
 1867   548  19.736   0.724         
 1868   548  20.416   1.552         
 1869   548  19.290   2.369         
 1870   548  19.858   0.404         
 1871   548  21.602   0.948         
 1872   548  19.991   2.099         
 1873   548  17.641   1.597         
 1874   548  20.895  -1.791         
 1875   548  15.264   1.060         
 1876   548  19.550   2.217         
 1877   548  19.486   2.137         
 1878   548  17.571   1.669         
 1879   548  18.880   1.805         
 1880   548  12.290   0.655         
 1881   548  20.757   1.547         
 1882   548  18.489   1.868         
 1883   548  14.632   1.823         
 1884   548  19.976   0.420         
 1885   548  19.968   0.556         
 1886   548  20.156   2.351         
 1887   548  21.013   1.207         
 1888   548  14.382   0.939         
 1889   548  17.141   1.486         
 1890   548  20.952  -1.856         
 1891   548  16.824   1.269         
 1892   548  17.377   1.599         
 1893   548  17.881   1.510         
 1894   548  21.113   1.919         
 1895   548  17.009   1.478         
 1896   548  17.182   1.907         
 1897   548  19.831   0.561         
 1898   548  20.428   3.019         
 1899   548  18.256   2.135         
 1900   548  22.395   0.583         
 1901   548  16.554   1.486         
 1902   548  22.404   0.961         
 1903   548  19.985   1.860         
 1904   548  19.740   1.714         
 1905   548  19.879   0.131         
 1906   548  19.031   2.208         
 1907   548  14.291   1.187         
 1908   548  21.176   2.234         
 1909   548  17.553   1.708         
 1910   548  19.991   2.262         
 1911   548  16.825   1.466         
 1912   548  18.326   1.865         
 1913   548  17.153   1.582         
 1914   548  20.315  -1.266         
 1915   548  19.611   1.940         
 1916   548  20.688   2.591         
 1917   548  20.604   2.203         
 1918   548  19.500   2.267         
 1919   548  22.079   0.173         
 1920   548  20.423   3.127         
 1921   548  20.100   1.900         
 1922   548  18.632   3.485         
 1923   548  18.331   1.596         
 1924   548  16.327   1.400         
 1925   548  18.146   1.889         
 1926   548  18.318   2.360         
 1927   548  18.110   1.871         
 1928   548  20.019   0.115         
 1929   548  17.587   1.442         
 1930   548  18.682   0.461         
 1931   548  22.472  -1.417         
 1932   548  19.041   1.738         
 1933   548  19.508   2.151         
 1934   548  15.095   1.217         
 1935   548  19.787   2.415         
 1936   548  16.352   1.863         
 1937   548  18.680   3.119         
 1938   548  16.360   2.594         
 1939   548  20.963  -1.642         
 1940   548  14.482   0.897         
 1941   548  20.163   2.096         
 1942   548  18.079   1.790         
 1943   548  19.721   0.318         
 1944   548  16.095   1.182         
 1945   548  20.364   1.921         
 1946   548  20.215   1.811         
 1947   548  20.405   0.585         
 1948   548  18.849   2.146         
 1949   548  20.955   3.267         
 1950   548  20.470   2.065         
 1951   548  19.974   3.209         
 1952   548  18.021   1.574         
 1953   548  20.904   1.652         
 1954   548  18.305   2.016         
 1955   548  17.577   1.337         
 1956   548  17.779   1.549         
 1957   548  20.341  -0.084         
 1958   548  20.698  -1.656         
 1959   548  21.161   0.866         
 1960   548  16.831   1.600         
 1961   548  14.527   1.191         
 1962   548  20.394   1.122         


